primary_key,id,t,sensor3
2104,42,3,-0.90718184
2105,42,4,-0.90838077
2106,42,5,-0.90918005
2107,42,6,-0.90918005
2108,42,7,-0.90878041
2109,42,8,-0.90878041
2110,42,9,-0.90957969
2111,42,10,-0.90957969
2112,42,11,-0.90838077
2113,42,12,-0.90278578
2114,42,13,-0.89599188
2115,42,14,-0.8923951
2116,42,15,-0.89199546
2117,42,16,-0.89279474
2118,42,17,-0.89359403
2119,42,18,-0.89359403
2120,42,19,-0.89199546
2121,42,20,-0.88999725
2122,42,21,-0.88919797
2123,42,22,-0.88839869
2124,42,23,-0.88799904
2125,42,24,-0.88839869
2126,42,25,-0.88999725
2127,42,26,-0.88999725
2128,42,27,-0.88879833
2129,42,28,-0.88200442
2130,42,29,-0.86881625
2131,42,30,-0.84923381
2132,42,31,-0.82245782
2133,42,32,-0.79128577
2134,42,33,-0.76331086
2135,42,34,-0.7445277
2136,42,35,-0.73733415
2137,42,36,-0.74572663
2138,42,37,-0.77410118
2139,42,38,-0.81526427
2140,42,39,-0.84683596
2141,42,40,-0.86402055
2142,42,41,-0.86961553
2143,42,42,-0.8712141
2144,42,43,-0.87081446
2145,42,44,-0.86801696
2146,42,45,-0.86242198
2147,42,46,-0.85163166
2148,42,47,-0.83364778
2149,42,48,-0.8116675
2150,42,49,-0.78968721
2151,43,0,-0.93101901
2152,43,1,-0.93143361
2153,43,2,-0.92936063
2154,43,3,-0.92521467
2155,43,4,-0.92314169
2156,43,5,-0.9218979
2157,43,6,-0.92106871
2158,43,7,-0.9218979
2159,43,8,-0.92397088
2160,43,9,-0.92521467
2161,43,10,-0.92645846
2162,43,11,-0.92894603
2163,43,12,-0.93184821
2164,43,13,-0.9322628
2165,43,14,-0.93184821
2166,43,15,-0.92977523
2167,43,16,-0.92687305
2168,43,17,-0.92521467
2169,43,18,-0.92314169
2170,43,19,-0.92065412
2171,43,20,-0.91775194
2172,43,21,-0.91484977
2173,43,22,-0.911533
2174,43,23,-0.90738704
2175,43,24,-0.89909513
2176,43,25,-0.88002371
2177,43,26,-0.85224578
2178,43,27,-0.8194927
2179,43,28,-0.78176447
2180,43,29,-0.74030487
2181,43,30,-0.6963577
2182,43,31,-0.64950835
2183,43,32,-0.61758446
2184,43,33,-0.60846335
2185,43,34,-0.6142677
2186,43,35,-0.64784997
2187,43,36,-0.68682199
2188,43,37,-0.73491512
2189,43,38,-0.78798341
2190,43,39,-0.81534674
2191,43,40,-0.83027219
2192,43,41,-0.83400356
2193,43,42,-0.83317437
2194,43,43,-0.82198028
2195,43,44,-0.80166507
2196,43,45,-0.77761851
2197,43,46,-0.7477676
2198,43,47,-0.70879558
2199,43,48,-0.6548981
2200,43,49,-0.57529567
2201,44,0,-0.72982349
2202,44,1,-0.73299185
2203,44,2,-0.73299185
2204,44,3,-0.73123165
2205,44,4,-0.73017553
2206,44,5,-0.73087961
2207,44,6,-0.73334389
2208,44,7,-0.7379204
2209,44,8,-0.74284896
2210,44,9,-0.74636936
2211,44,10,-0.74742548
2212,44,11,-0.74707344
2213,44,12,-0.74390508
2214,44,13,-0.73545612
2215,44,14,-0.72207861
2216,44,15,-0.70553274
2217,44,16,-0.68652259
2218,44,17,-0.66504816
2219,44,18,-0.64146149
2220,44,19,-0.61822686
2221,44,20,-0.60273711
2222,44,21,-0.59886467
2223,44,22,-0.60027283
2224,44,23,-0.61224218
2225,44,24,-0.63864517
2226,44,25,-0.67279303
2227,44,26,-0.70482866
2228,44,27,-0.72911941
2229,44,28,-0.74531324
2230,44,29,-0.75552239
2231,44,30,-0.76256319
2232,44,31,-0.76643563
2233,44,32,-0.76749175
2234,44,33,-0.76749175
2235,44,34,-0.76573155
2236,44,35,-0.76221115
2237,44,36,-0.76045095
2238,44,37,-0.75728259
2239,44,38,-0.75129792
2240,44,39,-0.74073672
2241,44,40,-0.72383881
2242,44,41,-0.7051807
2243,44,42,-0.68511443
2244,44,43,-0.66047164
2245,44,44,-0.6273799
2246,44,45,-0.57915044
2247,44,46,-0.51543123
2248,44,47,-0.43587023
2249,44,48,-0.33025828
2250,44,49,-0.21056474
2251,45,0,-0.89068717
2252,45,1,-0.88348682
2253,45,2,-0.87628647
2254,45,3,-0.87508641
2255,45,4,-0.87388636
2256,45,5,-0.87228628
2257,45,6,-0.86948614
2258,45,7,-0.86708603
2259,45,8,-0.86748605
2260,45,9,-0.87428638
2261,45,10,-0.88028667
2262,45,11,-0.88028667
2263,45,12,-0.87548643
2264,45,13,-0.8686861
2265,45,14,-0.86228579
2266,45,15,-0.85428541
2267,45,16,-0.84628502
2268,45,17,-0.84228483
2269,45,18,-0.83948469
2270,45,19,-0.83268436
2271,45,20,-0.8190837
2272,45,21,-0.80748314
2273,45,22,-0.79948276
2274,45,23,-0.79028231
2275,45,24,-0.76988132
2276,45,25,-0.7238791
2277,45,26,-0.67787687
2278,45,27,-0.67267662
2279,45,28,-0.7094784
2280,45,29,-0.80068281
2281,45,30,-0.85028521
2282,45,31,-0.86788607
2283,45,32,-0.90388781
2284,45,33,-0.93188916
2285,45,34,-0.92948905
2286,45,35,-0.91068814
2287,45,36,-0.89668746
2288,45,37,-0.88148672
2289,45,38,-0.86548595
2290,45,39,-0.86108574
2291,45,40,-0.86668601
2292,45,41,-0.86548595
2293,45,42,-0.85908564
2294,45,43,-0.84828512
2295,45,44,-0.8314843
2296,45,45,-0.79988278
2297,45,46,-0.75868078
2298,45,47,-0.73507964
2299,45,48,-0.73067943
2300,45,49,-0.73507964
2301,46,0,-0.77439239
2302,46,1,-0.77439239
2303,46,2,-0.78163086
2304,46,3,-0.79565539
2305,46,4,-0.80606069
2306,46,5,-0.81239435
2307,46,6,-0.82506167
2308,46,7,-0.83637178
2309,46,8,-0.83637178
2310,46,9,-0.83184774
2311,46,10,-0.82415686
2312,46,11,-0.81510878
2313,46,12,-0.80787031
2314,46,13,-0.8074179
2315,46,14,-0.81284676
2316,46,15,-0.8277761
2317,46,16,-0.8386338
2318,46,17,-0.83999102
2319,46,18,-0.83682419
2320,46,19,-0.82687129
2321,46,20,-0.81103714
2322,46,21,-0.78977413
2323,46,22,-0.77213036
2324,46,23,-0.76489189
2325,46,24,-0.76127266
2326,46,25,-0.75131976
2327,46,26,-0.70653173
2328,46,27,-0.57714409
2329,46,28,-0.35094191
2330,46,29,-0.12473974
2331,46,30,-0.03425887
2332,46,31,-0.088547392
2333,46,32,-0.44594683
2334,46,33,-0.6201225
2335,46,34,-0.64952879
2336,46,35,-0.64183791
2337,46,36,-0.63821868
2338,46,37,-0.64817157
2339,46,38,-0.66491053
2340,46,39,-0.66672015
2341,46,40,-0.65676725
2342,46,41,-0.6404807
2343,46,42,-0.60881239
2344,46,43,-0.54095174
2345,46,44,-0.45499492
2346,46,45,-0.38261022
2347,46,46,-0.36451405
2348,46,47,-0.38261022
2349,46,48,-0.40070639
2350,46,49,-0.37808618
2351,47,0,-0.41041572
2352,47,1,-0.41519719
2353,47,2,-0.42476014
2354,47,3,-0.44388603
2355,47,4,-0.45823045
2356,47,5,-0.45823045
2357,47,6,-0.45823045
2358,47,7,-0.45344898
2359,47,8,-0.43432308
2360,47,9,-0.42476014
2361,47,10,-0.42476014
2362,47,11,-0.44388603
2363,47,12,-0.47257487
2364,47,13,-0.49648224
2365,47,14,-0.50604518
2366,47,15,-0.5203896
2367,47,16,-0.54907844
2368,47,17,-0.56342286
2369,47,18,-0.56342286
2370,47,19,-0.57776728
2371,47,20,-0.60645613
2372,47,21,-0.62080055
2373,47,22,-0.62080055
2374,47,23,-0.61601907
2375,47,24,-0.6112376
2376,47,25,-0.59211171
2377,47,26,-0.5203896
2378,47,27,-0.3769454
2379,47,28,-0.26697151
2380,47,29,-0.23828267
2381,47,30,-0.23828267
2382,47,31,-0.24306415
2383,47,32,-0.24306415
2384,47,33,-0.20481236
2385,47,34,-0.13309026
2386,47,35,-0.0087719513
2387,47,36,0.039042783
2388,47,37,-0.075712579
2389,47,38,-0.11396437
2390,47,39,-0.14265321
2391,47,40,-0.19524941
2392,47,41,-0.24784562
2393,47,42,-0.27653446
2394,47,43,-0.31478625
2395,47,44,-0.30044183
2396,47,45,-0.3052233
2397,47,46,-0.34347509
2398,47,47,-0.35781951
2399,47,48,-0.33869362
2400,47,49,-0.25262709
2401,48,0,-0.70231919
2402,48,1,-0.69874738
2403,48,2,-0.69777325
2404,48,3,-0.69972151
2405,48,4,-0.70069564
2406,48,5,-0.69744854
2407,48,6,-0.69127906
2408,48,7,-0.68186248
2409,48,8,-0.67049764
2410,48,9,-0.66108106
2411,48,10,-0.65653512
2412,48,11,-0.65361273
2413,48,12,-0.64939151
2414,48,13,-0.6422479
2415,48,14,-0.63542899
2416,48,15,-0.63088306
2417,48,16,-0.62796067
2418,48,17,-0.6256877
2419,48,18,-0.62179118
2420,48,19,-0.62146648
2421,48,20,-0.63640312
2422,48,21,-0.64646912
2423,48,22,-0.64354673
2424,48,23,-0.63510428
2425,48,24,-0.62828538
2426,48,25,-0.62016764
2427,48,26,-0.60295802
2428,48,27,-0.56723996
2429,48,28,-0.5117146
2430,48,29,-0.44027847
2431,48,30,-0.36169872
2432,48,31,-0.31623936
2433,48,32,-0.31948646
2434,48,33,-0.36494582
2435,48,34,-0.43151131
2436,48,35,-0.47567182
2437,48,36,-0.49288144
2438,48,37,-0.48703666
2439,48,38,-0.47664595
2440,48,39,-0.47274944
2441,48,40,-0.46690466
2442,48,41,-0.45359156
2443,48,42,-0.43540782
2444,48,43,-0.42241943
2445,48,44,-0.40878163
2446,48,45,-0.39092259
2447,48,46,-0.37144001
2448,48,47,-0.35845162
2449,48,48,-0.34546324
2450,48,49,-0.32922775
2451,49,0,-0.91721541
2452,49,1,-0.92197124
2453,49,2,-0.9231602
2454,49,3,-0.9231602
2455,49,4,-0.92236756
2456,49,5,-0.92038597
2457,49,6,-0.91840437
2458,49,7,-0.91761173
2459,49,8,-0.91840437
2460,49,9,-0.92276388
2461,49,10,-0.929105
2462,49,11,-0.93267188
2463,49,12,-0.93386084
2464,49,13,-0.93425716
2465,49,14,-0.93465348
2466,49,15,-0.93465348
2467,49,16,-0.93425716
2468,49,17,-0.93267188
2469,49,18,-0.93029396
2470,49,19,-0.9271234
2471,49,20,-0.92236756
2472,49,21,-0.91721541
2473,49,22,-0.91206325
2474,49,23,-0.90611845
2475,49,24,-0.90017366
2476,49,25,-0.89185094
2477,49,26,-0.87877239
2478,49,27,-0.85538953
2479,49,28,-0.81734283
2480,49,29,-0.76344334
2481,49,30,-0.70359906
2482,49,31,-0.65287013
2483,49,32,-0.62710935
2484,49,33,-0.62631671
2485,49,34,-0.64613269
2486,49,35,-0.68853891
2487,49,36,-0.74838319
2488,49,37,-0.80386796
2489,49,38,-0.84191465
2490,49,39,-0.85974904
2491,49,40,-0.87362023
2492,49,41,-0.87916871
2493,49,42,-0.87916871
2494,49,43,-0.87797975
2495,49,44,-0.87560183
2496,49,45,-0.8688644
2497,49,46,-0.85499321
2498,49,47,-0.8367625
2499,49,48,-0.81655019
2500,49,49,-0.79158204
2501,50,0,-0.82245491
2502,50,1,-0.81742109
2503,50,2,-0.81058948
2504,50,3,-0.80303874
2505,50,4,-0.79620713
2506,50,5,-0.78973508
2507,50,6,-0.78470125
2508,50,7,-0.78290346
2509,50,8,-0.78290346
2510,50,9,-0.78613949
2511,50,10,-0.79512845
2512,50,11,-0.80699389
2513,50,12,-0.81490418
2514,50,13,-0.81778065
2515,50,14,-0.81849977
2516,50,15,-0.81849977
2517,50,16,-0.81849977
2518,50,17,-0.81849977
2519,50,18,-0.81885932
2520,50,19,-0.819938
2521,50,20,-0.82029756
2522,50,21,-0.82029756
2523,50,22,-0.81921888
2524,50,23,-0.81634241
2525,50,24,-0.80879168
2526,50,25,-0.79692625
2527,50,26,-0.78182479
2528,50,27,-0.767802
2529,50,28,-0.75845347
2530,50,29,-0.75557701
2531,50,30,-0.75593656
2532,50,31,-0.7634873
2533,50,32,-0.78290346
2534,50,33,-0.79980272
2535,50,34,-0.8095108
2536,50,35,-0.81454462
2537,50,36,-0.81849977
2538,50,37,-0.81921888
2539,50,38,-0.80699389
2540,50,39,-0.77643141
2541,50,40,-0.71890203
2542,50,41,-0.65885573
2543,50,42,-0.62325943
2544,50,43,-0.61966384
2545,50,44,-0.63979913
2546,50,45,-0.69984542
2547,50,46,-0.76240862
2548,50,47,-0.80267919
2549,50,48,-0.82748873
2550,50,49,-0.84043284
2551,51,0,-0.71117821
2552,51,1,-0.72412723
2553,51,2,-0.73707625
2554,51,3,-0.74921595
2555,51,4,-0.75892772
2556,51,5,-0.76580688
2557,51,6,-0.77106742
2558,51,7,-0.77511399
2559,51,8,-0.77835124
2560,51,9,-0.78199315
2561,51,10,-0.78644438
2562,51,11,-0.7908956
2563,51,12,-0.79534683
2564,51,13,-0.79898874
2565,51,14,-0.80060737
2566,51,15,-0.80101202
2567,51,16,-0.80101202
2568,51,17,-0.80141668
2569,51,18,-0.80222599
2570,51,19,-0.80465393
2571,51,20,-0.8087005
2572,51,21,-0.8115331
2573,51,22,-0.81315173
2574,51,23,-0.81355638
2575,51,24,-0.81396104
2576,51,25,-0.8143657
2577,51,26,-0.81517501
2578,51,27,-0.81557967
2579,51,28,-0.81517501
2580,51,29,-0.8143657
2581,51,30,-0.81112844
2582,51,31,-0.80708187
2583,51,32,-0.80384462
2584,51,33,-0.80222599
2585,51,34,-0.80060737
2586,51,35,-0.79737011
2587,51,36,-0.79049095
2588,51,37,-0.77713727
2589,51,38,-0.75852306
2590,51,39,-0.73748091
2591,51,40,-0.70591768
2592,51,41,-0.6626194
2593,51,42,-0.62134441
2594,51,43,-0.58573461
2595,51,44,-0.57480887
2596,51,45,-0.58411598
2597,51,46,-0.62013044
2598,51,47,-0.6569542
2599,51,48,-0.69054072
2600,51,49,-0.72169929
2601,52,0,-0.57016856
2602,52,1,-0.54759346
2603,52,2,-0.53089407
2604,52,3,-0.52347211
2605,52,4,-0.52254437
2606,52,5,-0.52347211
2607,52,6,-0.52811083
2608,52,7,-0.53831602
2609,52,8,-0.55161368
2610,52,9,-0.56367435
2611,52,10,-0.57264254
2612,52,11,-0.5788275
2613,52,12,-0.58408471
2614,52,13,-0.58872343
2615,52,14,-0.59274366
2616,52,15,-0.59521764
2617,52,16,-0.59583614
2618,52,17,-0.59583614
2619,52,18,-0.59459914
2620,52,19,-0.59057892
2621,52,20,-0.58346622
2622,52,21,-0.57387953
2623,52,22,-0.5627466
2624,52,23,-0.55099518
2625,52,24,-0.53800677
2626,52,25,-0.5253276
2627,52,26,-0.51388543
2628,52,27,-0.50460799
2629,52,28,-0.49842303
2630,52,29,-0.49471206
2631,52,30,-0.49285657
2632,52,31,-0.49223807
2633,52,32,-0.49192882
2634,52,33,-0.49223807
2635,52,34,-0.49440281
2636,52,35,-0.50120626
2637,52,36,-0.51079295
2638,52,37,-0.5188334
2639,52,38,-0.52316287
2640,52,39,-0.52439986
2641,52,40,-0.51172069
2642,52,41,-0.4950213
2643,52,42,-0.49316582
2644,52,43,-0.51357618
2645,52,44,-0.5414085
2646,52,45,-0.55037669
2647,52,46,-0.54666571
2648,52,47,-0.51697791
2649,52,48,-0.4427584
2650,52,49,-0.35740597
2651,53,0,-0.79441142
2652,53,1,-0.7936743
2653,53,2,-0.79404286
2654,53,3,-0.79330574
2655,53,4,-0.78851446
2656,53,5,-0.78114327
2657,53,6,-0.77598343
2658,53,7,-0.77008647
2659,53,8,-0.75866112
2660,53,9,-0.74613008
2661,53,10,-0.74170737
2662,53,11,-0.74207593
2663,53,12,-0.74981568
2664,53,13,-0.77008647
2665,53,14,-0.78777734
2666,53,15,-0.7899887
2667,53,16,-0.77229783
2668,53,17,-0.71259114
2669,53,18,-0.65841285
2670,53,19,-0.64772462
2671,53,20,-0.65546437
2672,53,21,-0.70006011
2673,53,22,-0.76197816
2674,53,23,-0.79072582
2675,53,24,-0.79293718
2676,53,25,-0.7826175
2677,53,26,-0.75018424
2678,53,27,-0.70853698
2679,53,28,-0.66615261
2680,53,29,-0.62929663
2681,53,30,-0.60976296
2682,53,31,-0.6057088
2683,53,32,-0.60497168
2684,53,33,-0.60091752
2685,53,34,-0.57290698
2686,53,35,-0.53494532
2687,53,36,-0.51909724
2688,53,37,-0.52278284
2689,53,38,-0.51172605
2690,53,39,-0.48961246
2691,53,40,-0.45644208
2692,53,41,-0.44169969
2693,53,42,-0.42327169
2694,53,43,-0.40115811
2695,53,44,-0.37167332
2696,53,45,-0.33850294
2697,53,46,-0.31270375
2698,53,47,-0.30533256
2699,53,48,-0.31270375
2700,53,49,-0.35693093
2701,54,0,-0.98405763
2702,54,1,-0.8847332
2703,54,2,-0.75540012
2704,54,3,-0.7042586
2705,54,4,-0.70383594
2706,54,5,-0.72158754
2707,54,6,-0.76977046
2708,54,7,-0.83401435
2709,54,8,-0.89487697
2710,54,9,-0.94348255
2711,54,10,-0.97729512
2712,54,11,-0.99758266
2713,54,12,-1.0089944
2714,54,13,-1.0157569
2715,54,14,-1.0208288
2716,54,15,-1.0259007
2717,54,16,-1.0292819
2718,54,17,-1.0305499
2719,54,18,-1.0305499
2720,54,19,-1.0275913
2721,54,20,-1.0195608
2722,54,21,-1.0039225
2723,54,22,-0.98109903
2724,54,23,-0.95447163
2725,54,24,-0.92953486
2726,54,25,-0.91051529
2727,54,26,-0.8995262
2728,54,27,-0.89487697
2729,54,28,-0.893609
2730,54,29,-0.89403166
2731,54,30,-0.89572229
2732,54,31,-0.89572229
2733,54,32,-0.88895977
2734,54,33,-0.87501209
2735,54,34,-0.85852846
2736,54,35,-0.84458077
2737,54,36,-0.83401435
2738,54,37,-0.82725183
2739,54,38,-0.82471589
2740,54,39,-0.82640652
2741,54,40,-0.83528232
2742,54,41,-0.84965266
2743,54,42,-0.86529097
2744,54,43,-0.88219726
2745,54,44,-0.89910355
2746,54,45,-0.90713403
2747,54,46,-0.90755669
2748,54,47,-0.89910355
2749,54,48,-0.87205349
2750,54,49,-0.82640652
2751,55,0,-0.84375319
2752,55,1,-0.82387504
2753,55,2,-0.82506773
2754,55,3,-0.86045083
2755,55,4,-0.87357041
2756,55,5,-0.8608484
2757,55,6,-0.84892151
2758,55,7,-0.85448739
2759,55,8,-0.87516066
2760,55,9,-0.8823168
2761,55,10,-0.87834117
2762,55,11,-0.87396798
2763,55,12,-0.88112411
2764,55,13,-0.89543638
2765,55,14,-0.89543638
2766,55,15,-0.87635335
2767,55,16,-0.86800453
2768,55,17,-0.87516066
2769,55,18,-0.89424369
2770,55,19,-0.90418276
2771,55,20,-0.91054377
2772,55,21,-0.91054377
2773,55,22,-0.90815839
2774,55,23,-0.9069657
2775,55,24,-0.89782175
2776,55,25,-0.87078747
2777,55,26,-0.85090932
2778,55,27,-0.83938
2779,55,28,-0.82347748
2780,55,29,-0.80041882
2781,55,30,-0.77974555
2782,55,31,-0.76702353
2783,55,32,-0.76344546
2784,55,33,-0.76861378
2785,55,34,-0.78809437
2786,55,35,-0.79564807
2787,55,36,-0.79564807
2788,55,37,-0.77895042
2789,55,38,-0.76662597
2790,55,39,-0.76901135
2791,55,40,-0.80558714
2792,55,41,-0.85727033
2793,55,42,-0.88152167
2794,55,43,-0.86283621
2795,55,44,-0.80717739
2796,55,45,-0.72170135
2797,55,46,-0.60958859
2798,55,47,-0.50304171
2799,55,48,-0.44738289
2800,55,49,-0.44340726
2801,56,0,-0.6656787
2802,56,1,-0.65522993
2803,56,2,-0.6455275
2804,56,3,-0.6518714
2805,56,4,-0.67015674
2806,56,5,-0.68284453
2807,56,6,-0.68396405
2808,56,7,-0.68769575
2809,56,8,-0.71680303
2810,56,9,-0.76009079
2811,56,10,-0.76009079
2812,56,11,-0.6858299
2813,56,12,-0.5638032
2814,56,13,-0.53171056
2815,56,14,-0.55857882
2816,56,15,-0.63955678
2817,56,16,-0.71083231
2818,56,17,-0.7197884
2819,56,18,-0.6593348
2820,56,19,-0.50521546
2821,56,20,-0.43804481
2822,56,21,-0.47909354
2823,56,22,-0.62537631
2824,56,23,-0.67351528
2825,56,24,-0.64216897
2826,56,25,-0.56753491
2827,56,26,-0.54551786
2828,56,27,-0.53805445
2829,56,28,-0.51342521
2830,56,29,-0.46416673
2831,56,30,-0.4305814
2832,56,31,-0.42311799
2833,56,32,-0.4343131
2834,56,33,-0.48282524
2835,56,34,-0.54514469
2836,56,35,-0.56977393
2837,56,36,-0.55671297
2838,56,37,-0.52126179
2839,56,38,-0.49775206
2840,56,39,-0.50521546
2841,56,40,-0.56156418
2842,56,41,-0.62388362
2843,56,42,-0.6518714
2844,56,43,-0.64739335
2845,56,44,-0.60298609
2846,56,45,-0.50894717
2847,56,46,-0.38206926
2848,56,47,-0.25892306
2849,56,48,-0.17309388
2850,56,49,-0.15443537
2851,57,0,-0.43062263
2852,57,1,-0.43062263
2853,57,2,-0.43062263
2854,57,3,-0.43916082
2855,57,4,-0.4519681
2856,57,5,-0.46904446
2857,57,6,-0.48612083
2858,57,7,-0.49465902
2859,57,8,-0.49892811
2860,57,9,-0.49892811
2861,57,10,-0.49465902
2862,57,11,-0.49038993
2863,57,12,-0.48185174
2864,57,13,-0.47758265
2865,57,14,-0.47758265
2866,57,15,-0.47758265
2867,57,16,-0.48612083
2868,57,17,-0.48612083
2869,57,18,-0.49038993
2870,57,19,-0.48612083
2871,57,20,-0.48185174
2872,57,21,-0.46904446
2873,57,22,-0.447699
2874,57,23,-0.42208445
2875,57,24,-0.3964699
2876,57,25,-0.37085534
2877,57,26,-0.34950988
2878,57,27,-0.33243351
2879,57,28,-0.31535715
2880,57,29,-0.30254987
2881,57,30,-0.28974259
2882,57,31,-0.2854735
2883,57,32,-0.28120441
2884,57,33,-0.27693532
2885,57,34,-0.27266622
2886,57,35,-0.26839713
2887,57,36,-0.26839713
2888,57,37,-0.26839713
2889,57,38,-0.26839713
2890,57,39,-0.28974259
2891,57,40,-0.31535715
2892,57,41,-0.32389533
2893,57,42,-0.31962624
2894,57,43,-0.27266622
2895,57,44,-0.20436075
2896,57,45,-0.13605527
2897,57,46,-0.097633445
2898,57,47,-0.097633445
2899,57,48,-0.12751709
2900,57,49,-0.18301529
2901,58,0,-0.83115996
2902,58,1,-0.8337803
2903,58,2,-0.83714932
2904,58,3,-0.841267
2905,58,4,-0.84313868
2906,58,5,-0.84313868
2907,58,6,-0.841267
2908,58,7,-0.83565198
2909,58,8,-0.82816528
2910,58,9,-0.82067858
2911,58,10,-0.81356622
2912,58,11,-0.80533085
2913,58,12,-0.7952238
2914,58,13,-0.78474242
2915,58,14,-0.77613272
2916,58,15,-0.77089203
2917,58,16,-0.76789735
2918,58,17,-0.76527701
2919,58,18,-0.76228233
2920,58,19,-0.75741597
2921,58,20,-0.75105228
2922,58,21,-0.74468858
2923,58,22,-0.73907356
2924,58,23,-0.73345854
2925,58,24,-0.72522317
2926,58,25,-0.71361878
2927,58,26,-0.69864538
2928,58,27,-0.68516933
2929,58,28,-0.67805696
2930,58,29,-0.67693396
2931,58,30,-0.67880563
2932,58,31,-0.68966135
2933,58,32,-0.70426041
2934,58,33,-0.71324445
2935,58,34,-0.71623913
2936,58,35,-0.71661346
2937,58,36,-0.71511612
2938,58,37,-0.69602504
2939,58,38,-0.67393928
2940,58,39,-0.6559712
2941,58,40,-0.64623849
2942,58,41,-0.65447386
2943,58,42,-0.68516933
2944,58,43,-0.70613208
2945,58,44,-0.70538341
2946,58,45,-0.6934047
2947,58,46,-0.66832425
2948,58,47,-0.62901908
2949,58,48,-0.59308293
2950,58,49,-0.58147854
2951,59,0,-0.36457791
2952,59,1,-0.36457791
2953,59,2,-0.38739132
2954,59,3,-0.42731479
2955,59,4,-0.46723826
2956,59,5,-0.48434832
2957,59,6,-0.49575503
2958,59,7,-0.50716173
2959,59,8,-0.52427179
2960,59,9,-0.54138185
2961,59,10,-0.55278856
2962,59,11,-0.55278856
2963,59,12,-0.5470852
2964,59,13,-0.52997514
2965,59,14,-0.50716173
2966,59,15,-0.49575503
2967,59,16,-0.49005167
2968,59,17,-0.49005167
2969,59,18,-0.49005167
2970,59,19,-0.49575503
2971,59,20,-0.50145838
2972,59,21,-0.50145838
2973,59,22,-0.49575503
2974,59,23,-0.47294161
2975,59,24,-0.42731479
2976,59,25,-0.37028126
2977,59,26,-0.30754438
2978,59,27,-0.23910414
2979,59,28,-0.17066391
2980,59,29,-0.11363038
2981,59,30,-0.079410258
2982,59,31,-0.073706905
2983,59,32,-0.079410258
2984,59,33,-0.11363038
2985,59,34,-0.19918067
2986,59,35,-0.30184102
2987,59,36,-0.38739132
2988,59,37,-0.43301814
2989,59,38,-0.4387215
2990,59,39,-0.36457791
2991,59,40,-0.19347732
2992,59,41,0.017546743
2993,59,42,0.14302051
2994,59,43,0.040360154
2995,59,44,-0.14785049
2996,59,45,-0.29613767
2997,59,46,-0.34176449
2998,59,47,-0.33606114
2999,59,48,-0.29613767
3000,59,49,-0.18207061
3001,60,0,-0.84647911
3002,60,1,-0.8476501
3003,60,2,-0.84608878
3004,60,3,-0.84062418
3005,60,4,-0.83086596
3006,60,5,-0.81954643
3007,60,6,-0.80978821
3008,60,7,-0.80276229
3009,60,8,-0.79768801
3010,60,9,-0.79495571
3011,60,10,-0.7933944
3012,60,11,-0.79222341
3013,60,12,-0.79144275
3014,60,13,-0.78988144
3015,60,14,-0.78675881
3016,60,15,-0.78051355
3017,60,16,-0.76919401
3018,60,17,-0.74967758
3019,60,18,-0.72001259
3020,60,19,-0.6794184
3021,60,20,-0.62867566
3022,60,21,-0.57168766
3023,60,22,-0.51235768
3024,60,23,-0.45341804
3025,60,24,-0.40657858
3026,60,25,-0.371449
3027,60,26,-0.35193256
3028,60,27,-0.34412598
3029,60,28,-0.34412598
3030,60,29,-0.34802927
3031,60,30,-0.36364242
3032,60,31,-0.39486872
3033,60,32,-0.44170817
3034,60,33,-0.48581533
3035,60,34,-0.51469965
3036,60,35,-0.52562886
3037,60,36,-0.52679985
3038,60,37,-0.50181881
3039,60,38,-0.41438516
3040,60,39,-0.29728653
3041,60,40,-0.1801879
3042,60,41,-0.063089265
3043,60,42,-0.024056388
3044,60,43,-0.12944516
3045,60,44,-0.30899639
3046,60,45,-0.371449
3047,60,46,-0.36754571
3048,60,47,-0.26606023
3049,60,48,-0.082605704
3050,60,49,0.096945532
3051,61,0,-0.76883131
3052,61,1,-0.77303186
3053,61,2,-0.77555219
3054,61,3,-0.77555219
3055,61,4,-0.77429202
3056,61,5,-0.77093158
3057,61,6,-0.76211043
3058,61,7,-0.74782855
3059,61,8,-0.72892608
3060,61,9,-0.70792333
3061,61,10,-0.68650052
3062,61,11,-0.66591782
3063,61,12,-0.64449502
3064,61,13,-0.6222321
3065,61,14,-0.59828896
3066,61,15,-0.57140544
3067,61,16,-0.54158153
3068,61,17,-0.50797713
3069,61,18,-0.47857328
3070,61,19,-0.44496888
3071,61,20,-0.41556502
3072,61,21,-0.39036172
3073,61,22,-0.36935897
3074,61,23,-0.35255677
3075,61,24,-0.33575457
3076,61,25,-0.31895237
3077,61,26,-0.30215017
3078,61,27,-0.28534796
3079,61,28,-0.26434521
3080,61,29,-0.24334246
3081,61,30,-0.21813916
3082,61,31,-0.20133696
3083,61,32,-0.18453476
3084,61,33,-0.17193311
3085,61,34,-0.15933145
3086,61,35,-0.15093035
3087,61,36,-0.1383287
3088,61,37,-0.1299276
3089,61,38,-0.12572705
3090,61,39,-0.1215265
3091,61,40,-0.1215265
3092,61,41,-0.1215265
3093,61,42,-0.13412815
3094,61,43,-0.15093035
3095,61,44,-0.163532
3096,61,45,-0.16773255
3097,61,46,-0.163532
3098,61,47,-0.1299276
3099,61,48,-0.050117146
3100,61,49,0.0086905585
3101,62,0,-0.73655634
3102,62,1,-0.73655634
3103,62,2,-0.73617473
