primary_key,id,t,sensor1,sensor2
1545,51,14,-1.1853602,1.6041707
1546,51,15,-0.7896009,1.4833159
1547,51,16,-0.38335198,1.2597194
1548,51,17,-0.92233639,1.0965984
1549,51,18,-0.66970279,0.69296538
1550,51,19,-1.2305856,0.41982958
1551,51,20,-0.55817448,0.16486276
1552,51,21,-1.3992531,-0.20621585
1553,51,22,-0.45428351,-0.4200591
1554,51,23,-0.59757855,-0.64104056
1555,51,24,-0.72314611,-0.93750061
1556,51,25,-0.23368813,-0.82343893
1557,51,26,0.22460609,1.9667592
1558,51,27,-0.24591511,1.5825708
1559,51,28,-0.2997687,1.4538882
1560,51,29,-1.4343322,0.94578051
1561,52,0,-0.08611854,1.633062
1562,52,1,-1.1731945,4.332276
1563,52,2,-0.11632179,3.8544679
1564,52,3,-0.66107632,3.6895429
1565,52,4,0.38189208,3.1178064
1566,52,5,-1.2383731,2.909962
1567,52,6,-1.3625039,2.3941196
1568,52,7,-0.067819134,1.7581894
1569,52,8,-0.54961622,-0.90218601
1570,52,9,-0.45526462,-0.94599302
1571,52,10,-0.77847895,-0.90860365
1572,52,11,-0.65192381,-0.9533933
1573,52,12,-0.28160945,-0.98421569
1574,52,13,-0.1872154,-0.99969191
1575,52,14,0.74665261,-0.84661612
1576,52,15,-1.2530785,-0.8024688
1577,52,16,-1.2076296,-0.6142891
1578,52,17,-1.4889122,-0.33975673
1579,52,18,-0.11285438,-0.15095857
1580,52,19,-0.84182153,0.15589861
1581,52,20,-0.93704496,0.34396753
1582,52,21,-0.47824859,0.397089
1583,52,22,-1.1025739,0.40977773
1584,52,23,-0.25761148,0.16300973
1585,52,24,-0.9236427,-0.60142298
1586,52,25,-0.99617561,-0.95222464
1587,52,26,-0.3640453,1.8047942
1588,52,27,-0.47033675,1.6881019
1589,52,28,-1.496488,1.6122768
1590,52,29,-0.77857173,0.93142141
1591,53,0,-0.83779367,1.2415574
1592,53,1,-0.29530187,3.6415109
1593,53,2,-0.61524344,3.2279978
1594,53,3,-0.96929973,3.1122775
1595,53,4,-0.79062444,2.6488823
1596,53,5,-0.71737678,2.5394468
1597,53,6,-0.55470317,2.1872542
1598,53,7,-0.94494235,1.8129246
1599,53,8,-0.68641875,0.73628149
1600,53,9,-0.32776304,0.61745202
1601,53,10,-0.6544899,0.37187821
1602,53,11,-0.70279718,-0.45886715
1603,53,12,-1.0076711,-0.88254675
1604,53,13,-0.64303537,-0.9257395
1605,53,14,-0.70242248,1.0437488
1606,53,15,-0.99840991,1.1148252
1607,53,16,-0.60739212,1.0655296
1608,53,17,-0.173866,1.0262322
1609,53,18,-0.83532787,0.96339925
1610,53,19,-0.93055111,0.8915445
1611,53,20,-0.58330177,0.76824164
1612,53,21,-0.57269975,0.47922307
1613,53,22,-1.0065282,0.027178459
1614,53,23,-0.60832379,-0.4298604
1615,53,24,0.88293127,-0.88666171
1616,53,25,1.4021449,-0.89858796
1617,53,26,1.3172546,1.9221322
1618,53,27,1.2309312,1.6603034
1619,53,28,0.92515151,1.5654111
1620,53,29,1.1389812,1.1181037
1621,54,0,-0.16452332,2.2805669
1622,54,1,-1.1864555,4.5070999
1623,54,2,-1.4382346,4.0173334
1624,54,3,-1.4119733,3.825429
1625,54,4,-1.4338599,3.1924315
1626,54,5,-0.29863085,2.9642153
1627,54,6,-1.375496,2.1731782
1628,54,7,-2.1303713,1.4161877
1629,54,8,-1.4672305,-0.82571853
1630,54,9,-1.4761752,-0.93012603
1631,54,10,-1.2320268,-0.84462576
1632,54,11,-1.549615,-0.85313314
1633,54,12,-1.1825403,-0.8979736
1634,54,13,-0.81725314,-0.89928682
1635,54,14,-1.008132,-0.81961649
1636,54,15,-0.76897091,-0.86173089
1637,54,16,-1.2643118,-0.81772807
1638,54,17,-1.0610508,-0.78043477
1639,54,18,-0.97202988,-0.45900562
1640,54,19,-1.2200755,-0.39609212
1641,54,20,-2.1234214,0.23752347
1642,54,21,-0.71787871,0.40255385
1643,54,22,-0.46966477,0.46962337
1644,54,23,-0.78152177,0.5549449
1645,54,24,-0.54925749,-0.24303152
1646,54,25,-1.1642167,-0.65150249
1647,54,26,-1.3838723,1.5583273
1648,54,27,-1.5038648,1.3918045
1649,54,28,0.29558168,1.3319594
1650,54,29,-1.2450032,0.66675509
1651,55,0,-1.2000802,1.3779522
1652,55,1,-0.76302629,4.0409122
1653,55,2,-1.25527,3.6057667
1654,55,3,-0.26721631,3.4831787
1655,55,4,-1.1908683,2.8793318
1656,55,5,-0.09949793,2.7429258
1657,55,6,-0.2331421,2.2219026
1658,55,7,-0.44960145,1.756355
1659,55,8,-1.4988419,-0.27761298
1660,55,9,-0.79688395,-0.36856304
1661,55,10,-0.34045635,-1.0175913
1662,55,11,-0.78915019,-1.0710487
1663,55,12,-1.2155803,-0.94248973
1664,55,13,-0.83412695,-1.0388189
1665,55,14,-0.1080997,-0.13228507
1666,55,15,-0.58929777,0.022975322
1667,55,16,-0.20390956,0.32877825
1668,55,17,-1.1679965,0.44271006
1669,55,18,-0.76997009,0.55261061
1670,55,19,-1.4798345,0.63247603
1671,55,20,-0.25800404,0.81143739
1672,55,21,-0.45207872,0.74685405
1673,55,22,-0.41657688,0.60601071
1674,55,23,-2.0346576,-0.01696768
1675,55,24,-0.79519207,-0.71691753
1676,55,25,-0.12275524,-0.93516474
1677,55,26,-0.70069212,1.857523
1678,55,27,1.8933666,1.6788407
1679,55,28,2.38428,1.6115744
1680,55,29,1.2838709,1.0752553
1681,56,0,-1.6565264,3.8960903
1682,56,1,-0.71998125,3.8498153
1683,56,2,-1.5811142,3.448806
1684,56,3,-1.1893643,3.3296258
1685,56,4,-0.94746629,2.9252902
1686,56,5,-1.8000059,2.8377109
1687,56,6,-1.1418435,2.3806785
1688,56,7,-0.27666925,2.2911541
1689,56,8,-1.0263872,1.5189134
1690,56,9,-0.88195314,1.5184189
1691,56,10,-1.0980029,0.8463242
1692,56,11,-1.6756006,0.69882715
1693,56,12,-0.86026455,0.3698107
1694,56,13,-1.3158938,-0.25877525
1695,56,14,-1.4622349,1.591366
1696,56,15,-0.937273,1.3385065
1697,56,16,-1.0884628,1.0943955
1698,56,17,-1.7362965,0.8976687
1699,56,18,-1.771577,0.42194454
1700,56,19,-1.2766048,0.17137581
1701,56,20,-0.62393684,-0.10565989
1702,56,21,-1.552374,-0.24965596
1703,56,22,1.4346887,-0.82949044
1704,56,23,1.185601,-0.78074048
1705,56,24,1.4345382,-0.6812038
1706,56,25,1.8991066,-0.6626545
1707,56,26,1.3602443,2.0683982
1708,56,27,2.4704844,1.4484899
1709,56,28,1.6123177,1.3402977
1710,56,29,1.1317196,0.74096557
1711,57,0,-0.14607611,3.4471547
1712,57,1,-0.35258078,3.3527664
1713,57,2,0.092391049,2.9809812
1714,57,3,-0.8058679,2.8796917
1715,57,4,-0.86990951,2.5201689
1716,57,5,-1.1698277,2.4602915
1717,57,6,-0.66785659,2.218066
1718,57,7,-1.4065951,2.1013316
1719,57,8,-0.9635351,1.7118204
1720,57,9,-0.43747116,1.5390342
1721,57,10,-1.2969103,1.3012463
1722,57,11,-0.5076034,1.0260957
1723,57,12,-1.6968973,0.42893606
1724,57,13,-0.76802657,0.21849103
1725,57,14,-1.2658189,1.6090815
1726,57,15,-1.4082077,1.5183745
1727,57,16,-0.44387443,1.3077824
1728,57,17,-1.3446547,1.0493476
1729,57,18,-0.66773048,0.71599356
1730,57,19,2.3073283,0.43206968
1731,57,20,1.5528484,0.091857263
1732,57,21,2.578109,-0.17585649
1733,57,22,1.2345484,-0.40668183
1734,57,23,1.8085115,-0.72834764
1735,57,24,1.9975742,-0.87524209
1736,57,25,1.5211119,-0.71944434
1737,57,26,1.3775249,2.046516
1738,57,27,2.6544289,1.6075604
1739,57,28,1.0702097,1.4665972
1740,57,29,2.1948843,0.90161897
1741,58,0,-0.39144482,1.3729126
1742,58,1,-0.60802221,4.0545385
1743,58,2,-0.85243928,3.6428707
1744,58,3,-0.93291496,3.5274779
1745,58,4,-0.49932732,2.9724588
1746,58,5,-0.27955279,2.802624
1747,58,6,-0.17315142,2.3280212
1748,58,7,-0.30416462,1.7875472
1749,58,8,-0.83260598,-0.3332933
1750,58,9,-0.33058867,-0.45030548
1751,58,10,-0.92069041,-1.1747242
1752,58,11,-0.63631895,-1.1173567
1753,58,12,-1.0338526,-0.96758052
1754,58,13,-0.16529449,-1.0850056
1755,58,14,-0.45005155,-0.10844547
1756,58,15,-0.29572945,-0.080791222
1757,58,16,-0.63695458,0.078764212
1758,58,17,-0.49755424,0.35522658
1759,58,18,-0.94510025,0.38896036
1760,58,19,-1.0182365,0.46287025
1761,58,20,-0.92992031,0.50885884
1762,58,21,-0.012179446,0.42853093
1763,58,22,-0.47725283,0.3529776
1764,58,23,-0.69900913,-0.074830758
1765,58,24,-0.75885519,-0.74689733
1766,58,25,-0.93893393,-1.020621
1767,58,26,-0.1748987,1.9013652
1768,58,27,-0.27867298,1.7057835
1769,58,28,1.4923677,1.6227955
1770,58,29,1.4901761,1.0965161
1771,59,0,-0.29935556,3.4718173
1772,59,1,-0.75831867,5.6164786
1773,59,2,-0.89913793,3.7829998
1774,59,3,-0.69638095,3.4767964
1775,59,4,-0.43240865,2.9896584
1776,59,5,-1.426585,2.8246185
1777,59,6,-1.1975763,2.2593937
1778,59,7,-0.30985695,1.7059627
1779,59,8,-0.18390575,-0.37936052
1780,59,9,-1.4414479,-0.45462922
1781,59,10,-0.79640518,-0.72852185
1782,59,11,-1.3624291,-0.67464564
1783,59,12,-0.098542235,-0.74448188
1784,59,13,-0.98273829,-0.74250598
1785,59,14,-0.69039741,-0.50847648
1786,59,15,-1.407862,-0.62822733
1787,59,16,-0.25104775,-0.64659024
1788,59,17,-0.45357719,-0.73300694
1789,59,18,-1.0415149,-0.67916889
1790,59,19,-0.73973587,-0.60498738
1791,59,20,-1.2323298,-0.042911681
1792,59,21,-0.78611887,0.25510187
1793,59,22,-1.2971235,0.58072639
1794,59,23,-0.015581554,0.49425396
1795,59,24,-0.44695438,-0.23661876
1796,59,25,-1.2980445,-0.69806369
1797,59,26,-0.69083448,1.559536
1798,59,27,-0.60060065,1.3756612
1799,59,28,-0.51058599,1.2541231
1800,59,29,1.2305227,0.54188646
1801,60,0,-1.259494,2.2440173
1802,60,1,-1.2040014,3.3704309
1803,60,2,-0.76855784,2.9879022
1804,60,3,-0.74828691,2.8594701
1805,60,4,-0.52574498,2.447732
1806,60,5,-1.4947601,2.374601
1807,60,6,-0.87565295,2.108203
1808,60,7,-1.0606748,1.9590178
1809,60,8,-1.9882661,1.6122989
1810,60,9,-1.0142588,1.4926751
1811,60,10,-0.74076965,1.3660915
1812,60,11,-0.49965622,1.177466
1813,60,12,-0.1904649,1.1615503
1814,60,13,-0.92383887,0.37501543
1815,60,14,-1.4085461,1.6229126
1816,60,15,-0.24978992,1.4991368
1817,60,16,-0.81731635,1.293212
1818,60,17,-0.13273624,1.1184829
1819,60,18,-1.3745039,0.86992132
1820,60,19,-1.1590026,0.66868266
1821,60,20,-0.51935665,0.47797782
1822,60,21,-0.96073794,0.079495972
1823,60,22,-0.50764727,-0.42534893
1824,60,23,-0.44836798,-0.55205626
1825,60,24,-1.316067,-0.94200779
1826,60,25,-0.65043713,-0.88202673
1827,60,26,-0.35722745,1.9650545
1828,60,27,-0.38366608,1.5516073
1829,60,28,-0.49914206,1.4061492
1830,60,29,-0.72304626,0.94909911
1831,61,0,-0.90576209,5.0435026
1832,61,1,-1.5249291,4.9278388
1833,61,2,-0.66759231,3.8675928
1834,61,3,-0.75801238,3.6379742
1835,61,4,-0.28129369,3.2419913
1836,61,5,-0.65518985,2.899415
1837,61,6,-1.1726525,2.3052624
1838,61,7,-0.91044455,1.8869429
1839,61,8,-1.2562251,0.20771867
1840,61,9,-0.53534557,-0.25700257
1841,61,10,-1.0280935,-0.79190971
1842,61,11,-0.73693485,-0.66592148
1843,61,12,-0.63059395,-0.7141174
1844,61,13,-0.083650928,-0.7347229
1845,61,14,-0.40366987,-0.25111901
1846,61,15,-1.4749871,-0.34374793
1847,61,16,-0.99543784,-0.37237061
1848,61,17,-0.10014852,-0.46800414
1849,61,18,-0.81286689,-0.51270892
1850,61,19,-0.42711439,-0.5411252
1851,61,20,-1.705611,-0.34050324
1852,61,21,0.47192836,0.18387159
1853,61,22,-1.1563435,0.30340224
1854,61,23,-0.86813296,0.4155363
1855,61,24,0.50168601,-0.2187934
1856,61,25,-0.018572559,-0.60815226
1857,61,26,-0.24324739,1.7446693
1858,61,27,-0.2462297,1.2731193
1859,61,28,-0.49777237,1.2072946
1860,61,29,-1.2902368,0.50534193
1861,62,0,-1.8135708,3.9586104
1862,62,1,-0.90600062,5.2066991
1863,62,2,-0.78221464,3.8195537
1864,62,3,-1.4619684,3.5112931
1865,62,4,-1.2398437,2.9617871
1866,62,5,-0.98427452,2.8411508
1867,62,6,-0.96216685,2.3387844
1868,62,7,-1.2577523,1.868726
1869,62,8,-1.1065397,-0.34945026
1870,62,9,-0.85468865,-0.42524544
1871,62,10,-0.40993825,-0.87184029
1872,62,11,-0.93350704,-0.7489141
1873,62,12,-0.8302887,-0.79781585
1874,62,13,-1.4107852,-0.83506897
1875,62,14,-1.2866269,-0.4661066
1876,62,15,-1.2960095,-0.52400821
1877,62,16,-1.3257102,-0.54393433
1878,62,17,-0.2922178,-0.59969394
1879,62,18,-0.8003253,-0.70927084
1880,62,19,-0.91220122,-0.5334605
1881,62,20,-0.89956728,-0.085671345
1882,62,21,0.65274806,0.28670026
1883,62,22,0.92026932,0.3526613
1884,62,23,1.1966523,0.30279083
1885,62,24,0.78197543,-0.3868926
1886,62,25,0.88293705,-0.67947329
1887,62,26,1.0613748,1.6395932
1888,62,27,0.45920568,1.475764
1889,62,28,0.77390416,1.3862963
1890,62,29,0.42748643,0.59051806
1891,63,0,-0.25537035,2.2320771
1892,63,1,-0.2933122,3.3844679
1893,63,2,-0.55958367,3.0113323
1894,63,3,-0.98212998,2.916215
1895,63,4,-0.64526841,2.509675
1896,63,5,-0.73613206,2.4407988
1897,63,6,-1.0698639,2.1886143
1898,63,7,-0.80852084,2.0129229
1899,63,8,-0.94438257,1.6634222
1900,63,9,-0.9013729,1.5693678
1901,63,10,-1.1817671,1.4949721
1902,63,11,-1.2273299,1.3416563
1903,63,12,-0.95207777,0.73767203
1904,63,13,-0.88554544,0.090273495
1905,63,14,-0.02943823,1.6841481
1906,63,15,-0.92687263,1.5818089
1907,63,16,-0.50385209,1.3575506
1908,63,17,-0.57482054,1.1834324
1909,63,18,-1.317342,0.94223177
1910,63,19,-0.41722219,0.57568453
1911,63,20,0.11813395,0.30573917
1912,63,21,-0.21666746,-0.1656376
1913,63,22,-1.8423755,-0.27529372
1914,63,23,-0.5786699,-0.64941675
1915,63,24,-0.40955167,-0.86480206
1916,63,25,-0.7516298,-0.73709376
1917,63,26,-1.0770154,2.0308469
1918,63,27,0.29463741,1.6230092
1919,63,28,-0.87552159,1.5160579
1920,63,29,-0.33286745,1.0047852
1921,64,0,-0.19837705,2.0616658
1922,64,1,-1.0122284,4.4838197
1923,64,2,-0.6396695,3.8938933
1924,64,3,-0.78068525,3.7592989
1925,64,4,0.12974322,3.136208
1926,64,5,-1.1109363,2.9529739
1927,64,6,-0.67649409,2.3014002
1928,64,7,-1.1389419,1.7212625
1929,64,8,-1.5607011,-0.71307761
1930,64,9,-1.0251269,-0.86555467
1931,64,10,-0.39562809,-0.70819634
1932,64,11,-1.0048349,-0.78836493
1933,64,12,-1.80902,-0.78524183
1934,64,13,-2.1276436,-0.8257519
1935,64,14,-0.71224867,-0.76589506
1936,64,15,0.13428581,-0.78833246
1937,64,16,-0.92155212,-0.70336386
1938,64,17,-0.65978538,-0.61498108
1939,64,18,-0.74437888,-0.32923719
1940,64,19,-0.56975928,-0.11045462
1941,64,20,-0.18308762,0.26798561
1942,64,21,-1.7879998,0.37872078
1943,64,22,-1.3765081,0.64804307
1944,64,23,-0.35903717,0.56994105
1945,64,24,-1.0320037,-0.36609111
1946,64,25,-0.49975151,-0.76513694
1947,64,26,-0.65604699,1.7903275
1948,64,27,-0.31350156,1.5282168
1949,64,28,-0.8374846,1.4543326
1950,64,29,-0.76548155,0.71098454
1951,65,0,-0.56782375,2.5923046
1952,65,1,-1.1695401,5.2435436
1953,65,2,-0.44056828,3.8763299
1954,65,3,-0.35667935,3.6995533
1955,65,4,-1.2752446,3.1206999
1956,65,5,-0.81856801,2.9014905
1957,65,6,-0.87903655,2.2534696
1958,65,7,-1.592214,1.5062339
1959,65,8,-0.46565881,-0.68243779
1960,65,9,0.35810504,-0.72209905
1961,65,10,-1.0826662,-0.75231583
1962,65,11,-1.2264248,-0.72997231
1963,65,12,0.10895012,-0.75799432
1964,65,13,-0.55395856,-0.75908303
1965,65,14,-0.41634044,-0.74600395
1966,65,15,0.091221499,-0.80162378
1967,65,16,-0.56717491,-0.77610146
1968,65,17,-1.1314679,-0.7693771
1969,65,18,-0.21313337,-0.50914662
1970,65,19,0.23312961,-0.44343689
1971,65,20,-0.66393686,0.065464076
1972,65,21,-0.99529436,0.19078265
1973,65,22,2.1846275,0.52135031
1974,65,23,2.4079445,0.61416828
1975,65,24,2.0051971,-0.28167554
1976,65,25,2.022372,-0.71376414
1977,65,26,1.2564664,1.5384564
1978,65,27,2.3768596,1.3724209
1979,65,28,1.7965613,1.3109089
1980,65,29,1.3285616,0.59929844
1981,66,0,-1.8576988,3.8027826
1982,66,1,-2.1208526,3.669492
1983,66,2,-1.5269291,3.3042571
1984,66,3,-1.99846,3.1953609
1985,66,4,-2.1367094,2.8127272
1986,66,5,-2.4996187,2.736542
1987,66,6,-2.3259294,2.4529936
1988,66,7,-2.1117101,2.2797338
1989,66,8,-1.8789844,1.751599
1990,66,9,-1.4966748,1.5285028
1991,66,10,-1.5818445,1.0339619
1992,66,11,-2.1143739,0.58273464
1993,66,12,-1.3458091,0.37319627
1994,66,13,-1.7443892,0.1262884
1995,66,14,-2.0701744,1.6198645
1996,66,15,-1.8390618,1.4169218
1997,66,16,-1.8149525,1.0827568
1998,66,17,-1.9298902,0.96830941
1999,66,18,-1.3057101,0.46768843
2000,66,19,-1.6699595,0.15908754
2001,66,20,-1.6629696,-0.030954053
2002,66,21,-1.8707949,-0.186639
2003,66,22,-1.8715096,-0.76635765
2004,66,23,0.23039944,-0.8374345
2005,66,24,1.4918126,-0.76482803
2006,66,25,0.16986179,-0.64752607
2007,66,26,-0.10248951,2.066987
2008,66,27,0.645992,1.644107
2009,66,28,0.59152031,1.4529347
2010,66,29,0.075062442,0.77377989
2011,67,0,-0.53086327,1.3175197
2012,67,1,-0.51509418,3.4883232
2013,67,2,-0.96976084,3.0952147
2014,67,3,-0.80669791,2.9406456
2015,67,4,-0.62957081,2.517015
2016,67,5,-1.3909571,2.4334902
2017,67,6,-0.87213855,2.1503458
2018,67,7,-0.43555141,1.9522492
2019,67,8,-0.80988837,1.4237754
2020,67,9,1.0153403,1.3009482
2021,67,10,-0.8072311,1.2215534
2022,67,11,-0.80634401,0.96759851
2023,67,12,-0.080814316,-0.074370756
2024,67,13,-0.89573554,-0.33044442
2025,67,14,-0.74670734,1.5400295
2026,67,15,-0.52704266,1.4644694
2027,67,16,-0.61698036,1.3245783
2028,67,17,-1.1236539,1.1931453
2029,67,18,-0.28638233,1.0240333
2030,67,19,-0.75298415,0.82814866
2031,67,20,-1.2079943,0.50675038
2032,67,21,-0.077083146,0.17827169
2033,67,22,-0.19256458,-0.29034103
2034,67,23,-0.76152778,-0.55047063
2035,67,24,-0.68654826,-0.91004297
2036,67,25,-2.1813471,-0.78339983
2037,67,26,0.20034214,2.007273
2038,67,27,-0.080789815,1.6555111
2039,67,28,-0.34779357,1.5373888
2040,67,29,2.3196952,1.0593551
2041,68,0,-0.4287225,1.017538
2042,68,1,-1.6360512,3.6711881
2043,68,2,-1.6281625,3.2444787
2044,68,3,-0.646846,3.0751925
2045,68,4,-0.83131363,2.6150439
2046,68,5,-1.1047354,2.5095478
2047,68,6,-0.86113516,2.1604098
2048,68,7,-1.1016935,1.8051336
2049,68,8,-1.3553865,0.97433094
2050,68,9,-0.48764044,0.67080945
2051,68,10,-0.75012404,0.66428957
2052,68,11,-0.92457783,-0.71624298
2053,68,12,-0.80438222,-0.90031621
2054,68,13,-1.2723802,-0.99069604
2055,68,14,-0.45637463,1.1606683
2056,68,15,-2.0581264,1.1410021
2057,68,16,-1.5446144,1.0823098
2058,68,17,-1.3329176,1.0688278
2059,68,18,-0.75818864,0.95450801
2060,68,19,-0.9573159,0.90502972
2061,68,20,-0.59427524,0.77850894
2062,68,21,-1.6134363,0.51183309
2063,68,22,-1.3198862,0.12544146
2064,68,23,-1.467426,-0.34739323
2065,68,24,1.9324569,-0.81405626
2066,68,25,1.6036057,-0.88284045
2067,68,26,1.1916681,1.9213416
2068,68,27,1.6628433,1.6504408
2069,68,28,1.6005201,1.535937
2070,68,29,1.299001,1.0869444
2071,69,0,-0.78847393,3.5304664
2072,69,1,-1.5476519,3.4268924
2073,69,2,-0.98229986,3.0572779
2074,69,3,-1.067815,2.9554304
2075,69,4,-0.56629387,2.5829353
2076,69,5,-1.5276829,2.522788
2077,69,6,-0.62125985,2.270294
2078,69,7,-1.194067,2.1412747
2079,69,8,-1.3425855,1.7372625
2080,69,9,-0.95189579,1.5529908
2081,69,10,-1.1152337,1.2822709
2082,69,11,-0.97459836,0.83742027
2083,69,12,-1.0330713,0.26013873
2084,69,13,-0.8880366,0.10203324
2085,69,14,-1.0053047,1.6323995
2086,69,15,-0.90592787,1.5205382
2087,69,16,-1.1271714,1.2167425
2088,69,17,-1.5122967,1.0426768
2089,69,18,-0.22565454,0.56684198
2090,69,19,-2.2116679,0.2690454
2091,69,20,-0.97593441,-0.0029319786
2092,69,21,-0.90236868,-0.23434936
2093,69,22,-0.10835401,-0.43503446
2094,69,23,-0.57491193,-0.74533348
2095,69,24,-0.57782484,-0.89512373
2096,69,25,-0.57868141,-0.73857446
2097,69,26,-0.61053287,2.0420311
2098,69,27,-0.27705216,1.642122
2099,69,28,-0.74277475,1.4827309
2100,69,29,1.6707126,0.88273906
2101,70,0,-0.80844446,1.232969
2102,70,1,-0.66183873,3.591315
2103,70,2,-0.96491394,3.1786565
2104,70,3,-0.36710711,3.011336
2105,70,4,-1.3443707,2.5689145
2106,70,5,0.40089941,2.503883
2107,70,6,-0.36001026,2.1282647
2108,70,7,-0.53081781,1.8566311
2109,70,8,0.37016953,1.0039708
2110,70,9,-0.86509201,0.83670232
2111,70,10,-0.62211229,0.41011175
2112,70,11,-0.64560975,-0.045923269
2113,70,12,-1.1139717,-1.095694
2114,70,13,-0.13683494,-0.78094335
2115,70,14,-0.57193789,1.228633
2116,70,15,-0.12424694,1.2467665
2117,70,16,-1.3717986,1.1660309
2118,70,17,-0.99232424,1.0945395
2119,70,18,-0.51607833,0.99964772
2120,70,19,-1.2577809,0.90839134
2121,70,20,-1.0192107,0.68881208
2122,70,21,-0.34470599,0.54039433
2123,70,22,-0.017509897,-0.041931978
2124,70,23,-0.70767333,-0.45504387
2125,70,24,-0.76532859,-0.93040133
2126,70,25,-0.2982733,-0.85362126
2127,70,26,-2.1219739,1.9272233
2128,70,27,-0.27550178,1.6642307
2129,70,28,0.21691565,1.5568078
2130,70,29,-0.12549067,1.1064871
2131,71,0,-0.91116587,1.4071114
2132,71,1,-1.1216428,3.9479691
2133,71,2,-1.0142215,3.5327192
2134,71,3,-0.62809738,3.3496761
2135,71,4,-1.3567226,2.8212285
2136,71,5,-1.2117894,2.6764084
2137,71,6,-1.3967578,2.2096955
2138,71,7,-0.26707797,1.7206578
2139,71,8,-1.1281873,-0.073285092
2140,71,9,-0.51840639,-0.21671002
2141,71,10,-1.12181,-0.64728215
2142,71,11,-0.94758348,-1.1293428
2143,71,12,-0.6752419,-0.95362731
2144,71,13,-1.4195976,-1.0628521
2145,71,14,-0.68796315,0.45422725
2146,71,15,-0.45001297,0.50567237
2147,71,16,-0.97105067,0.53993413
2148,71,17,-0.43821798,0.60934779
2149,71,18,-1.3276768,0.78977321
2150,71,19,-0.018731734,0.75993768
2151,71,20,-0.82689611,0.74852326
2152,71,21,-0.80251896,0.65473741
2153,71,22,-1.1825966,0.46962306
2154,71,23,-0.74281276,-0.022441236
2155,71,24,-1.72787,-0.75424746
2156,71,25,-0.38108449,-0.92327348
2157,71,26,-0.93639352,1.8722222
2158,71,27,-0.72283446,1.6076822
2159,71,28,0.21913131,1.546877
2160,71,29,-1.4483021,1.0202904
2161,72,0,-0.68712626,1.0540524
2162,72,1,-1.2790373,3.4874466
2163,72,2,0.20236353,3.1321767
2164,72,3,0.26311445,2.9646037
2165,72,4,-0.26481903,2.521048
2166,72,5,-0.45544174,2.4259219
2167,72,6,-0.36005297,2.0906716
2168,72,7,-1.757297,1.850724
2169,72,8,-0.56021119,1.2128983
2170,72,9,0.079894192,1.1162913
2171,72,10,-0.254241,1.1020102
2172,72,11,-1.4620453,0.87694086
2173,72,12,-0.59219596,-0.38506861
2174,72,13,-0.51999077,-0.54100608
2175,72,14,-0.32805656,1.4012905
2176,72,15,0.29564941,1.3493289
2177,72,16,-1.061367,1.1751412
2178,72,17,-0.8294528,1.0512861
2179,72,18,-0.58539318,0.90539734
2180,72,19,-0.4192446,0.75219117
2181,72,20,-1.0223408,0.57872199
2182,72,21,-0.36096223,0.32642295
2183,72,22,-1.5408532,0.072777616
2184,72,23,-0.91017543,-0.306438
2185,72,24,-0.55042851,-0.85642283
2186,72,25,-2.2891591,-1.1814079
2187,72,26,-0.13879201,1.9175553
2188,72,27,-0.47510431,1.5556666
2189,72,28,0.055585417,1.4269664
2190,72,29,-0.11287954,0.96746393
2191,73,0,-0.49163928,1.1236921
2192,73,1,-0.88834595,3.6550847
2193,73,2,-1.1999658,3.2203548
2194,73,3,-0.96638166,3.042461
2195,73,4,-1.5682119,2.5801788
2196,73,5,-0.62537692,2.477835
2197,73,6,-1.0170899,2.1280032
2198,73,7,-0.65919671,1.8197559
2199,73,8,-0.073986832,0.98713539
2200,73,9,-0.19548563,0.81866011
2201,73,10,-0.85040036,0.76464491
2202,73,11,-1.224576,0.0084666352
2203,73,12,-0.27140131,-1.3028026
2204,73,13,-0.65083708,-0.93492861
2205,73,14,-0.21846809,1.2253428
2206,73,15,-1.7066994,1.1818612
2207,73,16,0.022767279,1.0914906
2208,73,17,-1.6583459,1.0296896
2209,73,18,-1.4465717,0.89010138
2210,73,19,-0.018620614,0.78491431
2211,73,20,-0.4081842,0.68025678
2212,73,21,-1.2812706,0.39505191
2213,73,22,-0.79500042,0.0083232424
2214,73,23,-0.39801199,-0.40092199
2215,73,24,-0.99906513,-0.89887389
2216,73,25,-0.3440093,-1.142468
2217,73,26,-0.91211832,1.8982563
2218,73,27,0.12886894,1.602449
2219,73,28,-0.93407369,1.5101603
2220,73,29,-0.98409072,1.0177454
2221,74,0,-1.5897794,3.5663051
2222,74,1,-0.55955126,3.5622898
2223,74,2,-1.2319557,3.1774899
2224,74,3,-0.92549976,3.078286
2225,74,4,-1.6558653,2.6976964
2226,74,5,-1.3936986,2.6386557
2227,74,6,-1.3916551,2.3821542
2228,74,7,-1.3932979,2.2230091
2229,74,8,-0.88503994,1.8499833
2230,74,9,-0.22881038,1.6702396
2231,74,10,-1.1612139,1.302622
2232,74,11,-0.83930876,1.0036709
2233,74,12,-0.53189626,0.4752411
2234,74,13,-0.87779709,0.21689985
2235,74,14,-1.1337414,1.7582371
2236,74,15,-1.3903419,1.6216679
2237,74,16,-0.43724395,1.2173207
2238,74,17,-1.1707768,1.0386614
2239,74,18,-0.93663331,0.52046465
2240,74,19,-0.55886737,0.31909002
2241,74,20,-0.56152432,0.026515143
