reference_period,job_IDnumber,individual_IDnumber,employer_IDnumber,temporary_jobs_employer_IDnumber,j_job_start_date,j_job_end_effective_date,j_contract_type,j_job_end_planned_date,j_contract_planned_duration,j_job_status,j_blue_collar,j_posted_worker,j_assisting_family_member,j_maternity_leave,j_activation_measure,j_activation_measure_type,j_trial_period,j_trial_period_end_date,j_trial_period_length,j_F_short_time_working,j_short_time_working_benefit,j_short_time_working_hours,j_F_month_base_wage,j_month_base_wage,j_F_month_additionnal_wage,j_month_additionnal_wage,j_F_month_overtime_wage,j_month_overtime_wage,j_F_month_total_wage,j_month_total_wage,j_F_nb_base_worked_hours,j_nb_base_worked_hours,j_F_nb_overtime_paid_hours,j_nb_overtime_paid_hours,j_F_nb_total_worked_hours,j_nb_total_worked_hours,j_F_nb_base_worked_hours_ADJ,j_nb_base_worked_hours_ADJ,j_F_nb_total_worked_hours_ADJ,j_nb_total_worked_hours_ADJ,j_F_hourly_base_wage,j_hourly_base_wage,j_F_hourly_total_wage,j_hourly_total_wage,j_F_official_stat
202405,JOB533774604067,ID1556684732,EMP2007843614,-9,201508,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,2897.16,-8,,-8,,1,2897.16,1,160.85,-8,,1,160.85,1,159.58,1,159.08,1,18.15,1,18.21,1
202609,JOB846019134438,ID8821458414,EMP9982780205,-9,202204,,0,999909,-9,0,1,0,0,0,0,,1,202210,26.0,0,,,1,3047.53,-8,,-8,,1,3047.53,1,169.37,-8,,1,169.37,1,170.7,1,167.83,1,17.85,1,18.16,1
202502,JOB236037681187,ID3857368011,-9,-9,202510,202602,-9,202602,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202412,JOB118939406557,ID3074820736,EMP8201904322,-9,201804,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3951.15,-8,,-8,,1,3951.15,1,160.8,-8,,1,160.8,1,161.56,1,157.78,1,24.46,1,25.04,1
202505,JOB616324888995,ID2508261123,EMP7298937629,-9,201504,,0,999909,-9,0,1,0,0,0,0,,1,201505,4.0,0,,,1,4328.8,1,148.41,-8,,1,4477.21,1,170.04,-8,,1,170.04,1,167.26,1,170.6,1,25.88,1,26.24,1
202512,JOB588144582206,ID3230898138,EMP7323182971,-9,202008,,0,999909,-9,0,1,0,0,0,0,,1,202010,8.0,0,,,1,2739.16,-8,,1,407.38,1,3146.54,1,172.91,1,17.143962240564456,1,190.05396224056446,1,169.68,1,186.82396224056447,1,16.14,1,16.84,1
202507,JOB844421829987,ID7850902556,EMP4781224890,-9,202201,,0,999909,-9,0,0,0,0,0,0,,1,202204,12.0,0,,,1,4629.58,-8,,-8,,1,4629.58,1,160.04,-8,,1,160.04,1,158.41,1,159.05,1,29.23,1,29.11,1
202409,JOB336998795098,ID0542960807,-9,-9,201505,201511,-9,201511,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202505,JOB428946420362,ID3816432126,-9,-9,202507,202509,-9,202509,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202611,JOB898803153888,ID2430176464,EMP2452790504,-9,201804,201910,1,201910,5,0,0,0,0,0,0,,0,,,0,,,1,6349.96,-8,,1,878.87,1,7228.83,1,172.61,1,15.926765228272842,1,188.53676522827286,1,170.5,1,186.42676522827284,1,37.24,1,38.78,1
202401,JOB530601198756,ID0933913732,EMP1786880023,-9,202102,,0,999909,-9,0,0,0,0,0,0,,1,202105,12.0,0,,,1,5657.4,-8,,-8,,1,5657.4,1,166.81,1,15.33,1,182.14,1,165.7,1,183.13,1,34.14,1,30.89,1
202507,JOB368750926322,ID1491189418,EMP3998213745,-9,201505,,0,999909,-9,0,1,0,0,0,0,,1,201508,12.0,0,,,1,4169.48,-8,,-8,,1,4169.48,1,165.29,-8,,1,165.29,1,167.47,1,166.16,1,24.9,1,25.09,1
202608,JOB062715312345,ID0308356691,EMP5068826917,-9,201710,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3296.65,-8,,-8,,1,3296.65,1,170.81,-8,,1,170.81,1,173.97,1,168.18,1,18.95,1,19.6,1
202610,JOB090859914492,ID6033591015,EMP0749269996,-9,202505,,0,999909,-9,1,1,0,0,0,0,,1,202511,26.0,0,,,1,7481.26,-8,,-8,,1,7481.26,1,167.86,-8,,1,167.86,1,169.4,1,169.06,1,44.16,1,44.25,1
202604,JOB266980690872,ID8499323123,EMP6176072348,-9,202511,,0,999909,-9,0,0,0,0,0,0,,1,202601,8.0,0,,,1,6056.94,1,836.9,-8,,1,6893.84,1,168.45,-8,,1,168.45,1,168.59,1,169.51,1,35.93,1,40.67,1
202509,JOB696561308761,ID8269582641,EMP2385951434,-9,201909,,0,999909,-9,0,0,0,0,0,0,,1,201912,12.0,0,,,1,3085.34,-8,,-8,,1,3085.34,1,171.11,-8,,1,171.11,1,168.81,1,172.84,1,18.28,1,17.85,1
202605,JOB915076283976,ID9500168094,EMP2053440777,-9,202203,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,2809.5,-8,,-8,,1,2809.5,1,168.73,-8,,1,168.73,1,167.68,1,169.1,1,16.76,1,16.61,1
202407,JOB255235617817,ID0688413337,EMP0321192061,-9,202506,,0,999909,-9,0,1,0,0,0,0,,1,202512,26.0,0,,,1,3524.74,-8,,-8,,1,3524.74,1,167.1,-8,,1,167.1,1,166.27,1,165.03,1,21.2,1,21.36,1
202609,JOB812778221021,ID1644037341,EMP7982134862,-9,202510,,1,202602,3,0,1,0,0,0,0,,0,,,0,,,1,2900.85,-8,,-8,,1,2900.85,1,171.27,-8,,1,171.27,1,173.48,1,169.51,1,16.72,1,17.11,1
202411,JOB820506821223,ID8661770673,EMP5521650587,TMP2205093869,201609,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,5249.42,-8,,1,678.05,1,5927.47,1,160.95,1,13.859490662916693,1,174.8094906629167,1,159.83,1,173.6894906629167,1,32.84,1,34.13,1
202404,JOB484249598811,ID8661770673,EMP4578870715,-9,202108,,0,999909,-9,1,0,0,0,0,0,,1,202111,12.0,0,,,1,5410.48,-8,,-8,,1,5410.48,1,167.01,-8,,1,167.01,1,164.92,1,169.91,1,32.81,1,31.84,1
202606,JOB062350405669,ID2258937085,EMP5790012482,-9,201905,,0,999909,-9,1,1,0,0,0,0,,1,201911,26.0,0,,,1,6728.27,1,674.47,-8,,1,7402.74,1,165.11,-8,,1,165.11,1,163.1,1,164.14,1,41.25,1,45.1,1
202501,JOB725629269335,ID9156241528,-9,-9,202209,202212,-9,202212,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202603,JOB385934015364,ID4918911797,EMP1547155313,-9,202108,202205,1,202205,4,0,1,0,0,0,0,,1,202109,4.0,0,,,1,2532.05,-8,,-8,,1,2532.05,1,161.27,-8,,1,161.27,1,160.93,1,160.09,1,15.73,1,15.82,1
202503,JOB238885622586,ID1987809270,EMP6059867874,-9,202306,202512,1,202512,6,0,1,0,0,0,0,,0,,,0,,,1,3280.19,-8,,-8,,1,3280.19,1,163.63,-8,,1,163.63,1,165.16,1,163.12,1,19.86,1,20.11,1
202509,JOB313215513055,ID5020002453,EMP7083682144,-9,202410,202503,0,999909,-9,0,1,0,1,0,0,,1,202501,12.0,0,,,1,4612.47,-8,,-8,,1,4612.47,1,172.52,-8,,1,172.52,1,175.53,1,171.99,1,26.28,1,26.82,1
202408,JOB920491060183,ID3183281231,EMP6472387508,-9,202508,202509,1,202509,2,0,0,0,0,0,0,,1,202602,26.0,0,,,1,5086.1,-8,,-8,,1,5086.1,1,171.7,-8,,1,171.7,1,170.47,1,173.39,1,29.84,1,29.33,1
202610,JOB733739920522,ID8316082717,EMP2999362165,-9,202309,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,7453.15,-8,,-8,,1,7453.15,1,164.23,-8,,1,164.23,1,167.28,1,166.13,1,44.55,1,44.86,1
202512,JOB127997029271,ID6430954497,EMP2053978713,-9,202003,,0,999909,-9,1,1,0,0,0,0,,1,202004,4.0,0,,,1,6466.43,-8,,-8,,1,6466.43,1,172.3,-8,,1,172.3,1,169.75,1,169.04,1,38.09,1,38.25,1
202401,JOB386003044361,ID7888975358,EMP9951715239,-9,202510,,0,999909,-9,1,0,0,0,0,0,,1,202511,6.0,0,,,1,4816.41,-8,,-8,,1,4816.41,1,169.74,-8,,1,169.74,1,166.97,1,167.7,1,28.85,1,28.72,1
202612,JOB767201911166,ID1260221321,-9,-9,202204,202206,-9,202206,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202611,JOB682509522946,ID4812421140,EMP2093556103,TMP7061592738,202408,,0,999909,-9,0,0,0,0,0,0,,1,202409,6.0,0,,,1,7810.88,-8,,-8,,1,7810.88,1,162.98,-8,,1,162.98,1,160.64,1,160.96,1,48.62,1,48.53,1
202611,JOB322481554203,ID0299071669,EMP4030109567,-9,201910,,0,999909,-9,0,1,0,0,0,1,CAE - Contrat d'appui-emploi,0,,,0,,,1,4366.77,-8,,-8,,1,4366.77,1,167.67,-8,,1,167.67,1,166.65,1,166.23,1,26.2,1,26.27,1
202601,JOB172680808157,ID8103068317,EMP1290150713,-9,201508,,0,999909,-9,0,0,0,0,0,0,,1,201509,6.0,0,,,1,4318.69,-8,,-8,,1,4318.69,1,161.04,1,18.05,1,179.09,1,160.14,1,179.31,1,26.97,1,24.09,1
202507,JOB396274666215,ID6947031805,EMP9183270004,-9,202011,,0,999909,-9,0,0,0,0,0,0,,1,202105,26.0,0,,,1,4441.47,1,689.59,-8,,1,5131.06,1,170.34,1,13.83,1,184.16,1,171.47,1,181.4,1,25.9,1,28.29,1
202403,JOB497698731379,ID3152049980,EMP7166984166,-9,201508,,0,999909,-9,0,1,0,0,0,0,,1,201510,8.0,1,888.13,48.97,1,2960.45,-8,,-8,,1,2960.45,1,163.23,-8,,1,163.23,1,164.94,1,162.82,1,17.95,1,18.18,1
202501,JOB116020418135,ID2620370878,EMP9989897211,-9,202309,,0,999909,-9,1,1,0,0,0,0,,1,202310,6.0,0,,,1,7625.99,-8,,-8,,1,7625.99,1,172.06,-8,,1,172.06,1,174.23,1,174.48,1,43.77,1,43.71,1
202607,JOB675712369149,ID7857082004,EMP6112879429,-9,202207,,0,999909,-9,0,1,0,0,0,0,,1,202301,26.0,0,,,1,3934.07,1,206.12,-8,,1,4140.19,1,172.09,-8,,1,172.09,1,173.02,1,170.49,1,22.74,1,24.28,1
202606,JOB096496683496,ID8835651796,EMP0478421702,-9,202010,,0,999909,-9,0,1,0,0,0,0,,1,202104,26.0,0,,,1,3747.68,-8,,-8,,1,3747.68,1,165.29,-8,,1,165.29,1,162.81,1,165.3,1,23.02,1,22.67,1
202602,JOB319359236133,ID8799160911,EMP7605230458,-9,201503,201507,1,201507,3,0,1,0,0,0,0,,1,201505,8.0,0,,,1,3541.44,-8,,-8,,1,3541.44,1,169.76,-8,,1,169.76,1,168.14,1,170.55,1,21.06,1,20.76,1
202611,JOB067821417468,ID1824989808,EMP1359266486,-9,201810,201902,1,201902,3,0,0,0,0,0,0,,1,201812,8.0,0,,,1,6691.96,-8,,-8,,1,6691.96,1,167.14,-8,,1,167.14,1,167.19,1,167.59,1,40.03,1,39.93,1
202401,JOB039886365362,ID7536051171,EMP1894559067,-9,202405,,0,999909,-9,0,1,0,0,0,0,,0,,,1,1011.56,50.07,1,3371.88,-8,,-8,,1,3371.88,1,166.89,-8,,1,166.89,1,164.75,1,165.51,1,20.47,1,20.37,1
202606,JOB453389062354,ID0456577580,EMP6622654016,-9,201501,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,2940.32,-8,,-8,,1,2940.32,1,165.53,-8,,1,165.53,1,163.0,1,163.23,1,18.04,1,18.01,1
202503,JOB008017986778,ID1241158488,-9,-9,202105,202107,-9,202107,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202608,JOB254824218385,ID7536596807,EMP4540064454,-9,201802,,0,999909,-9,0,0,0,0,0,0,,1,201808,26.0,0,,,1,6103.0,-8,,-8,,1,6103.0,1,162.0,-8,,1,162.0,1,161.66,1,163.75,1,37.75,1,37.27,1
202406,JOB508019630453,ID2720388621,EMP0693588249,-9,201901,,0,999909,-9,1,1,0,0,0,0,,1,201902,6.0,0,,,1,5581.5,1,914.5,-8,,1,6496.01,1,169.62,-8,,1,169.62,1,171.08,1,168.92,1,32.63,1,38.46,1
202506,JOB539128788486,ID8517993781,EMP9996988290,-9,202202,202203,1,202203,2,0,1,0,0,0,0,,0,,,0,,,1,4436.21,-8,,-8,,1,4436.21,1,168.85,-8,,1,168.85,1,167.05,1,170.95,1,26.56,1,25.95,1
202609,JOB293288098322,ID8339121870,EMP1010232001,-9,201601,202411,0,999909,-9,0,0,0,0,0,0,,1,201602,4.0,0,,,1,5122.56,1,175.25,-8,,1,5297.81,1,168.73,-8,,1,168.73,1,170.77,1,168.6,1,30.0,1,31.42,1
202507,JOB695100307620,ID1980746823,-9,-9,202507,202511,-9,202511,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202407,JOB970890583668,ID3407851699,EMP3482689996,-9,202304,202308,1,202308,3,0,1,0,0,0,0,,1,202306,8.0,0,,,1,4671.72,-8,,-8,,1,4671.72,1,167.22,-8,,1,167.22,1,167.66,1,167.04,1,27.86,1,27.97,1
202505,JOB898260418095,ID0932012657,EMP2175585177,-9,202503,,0,999909,-9,1,1,0,0,0,0,,1,202509,26.0,0,,,1,6914.61,-8,,-8,,1,6914.61,1,167.83,-8,,1,167.83,1,165.12,1,168.99,1,41.88,1,40.92,1
202501,JOB570568209225,ID1704542185,EMP7090016356,-9,201705,,0,999909,-9,0,1,0,0,0,0,,1,201708,12.0,0,,,1,4597.63,-8,,-8,,1,4597.63,1,172.89,-8,,1,172.89,1,175.8,1,173.66,1,26.15,1,26.47,1
202404,JOB801195092711,ID2616850710,EMP5261053709,-9,202110,,0,999909,-9,0,0,0,0,0,0,,1,202112,8.0,0,,,1,6229.0,-8,,-8,,1,6229.0,1,160.06,-8,,1,160.06,1,162.66,1,162.17,1,38.29,1,38.41,1
202408,JOB198273481310,ID3652944716,EMP4502589632,-9,201806,,0,999909,-9,1,1,0,0,0,0,,1,201809,12.0,0,,,1,5382.63,1,875.84,-8,,1,6258.47,1,169.93,-8,,1,169.93,1,168.83,1,172.78,1,31.88,1,36.22,1
202409,JOB550774065795,ID3842536462,-9,-9,202002,202003,-9,202003,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202401,JOB760220695354,ID1786190254,EMP1201227595,-9,201502,,0,999909,-9,0,0,0,0,0,0,,1,201508,26.0,0,,,1,7965.57,-8,,-8,,1,7965.57,1,162.79,-8,,1,162.79,1,160.73,1,165.25,1,49.56,1,48.2,1
202605,JOB100649340391,ID2798059503,EMP0452036089,-9,202510,202512,0,999909,-9,0,0,0,0,0,0,,1,202511,4.0,0,,,1,7057.07,-8,,-8,,1,7057.07,1,168.02,-8,,1,168.02,1,168.32,1,166.98,1,41.93,1,42.26,1
202404,JOB378423394495,ID6968018677,EMP3006776255,-9,201502,,0,999909,-9,0,1,0,0,0,0,,1,201508,26.0,0,,,1,3065.59,-8,,-8,,1,3065.59,1,164.07,1,10.87,1,174.94,1,162.67,1,174.65,1,18.85,1,17.55,1
202510,JOB843021166732,ID0906053088,EMP9045759887,-9,201603,,0,999909,-9,1,0,0,0,0,0,,1,201604,4.0,1,2111.28,51.01,1,7037.6,-8,,-8,,1,7037.6,1,170.02,-8,,1,170.02,1,169.31,1,168.19,1,41.57,1,41.84,1
202409,JOB092071152380,ID0906053088,EMP2362192158,TMP0537893186,201511,,0,999909,-9,0,0,0,0,0,0,,1,201602,12.0,0,,,1,4950.27,-8,,1,619.89,1,5570.16,1,165.64,1,13.828118914446744,1,179.46811891444673,1,165.66,1,179.48811891444674,1,29.88,1,31.03,1
202505,JOB822720028394,ID2897284540,EMP8232204144,-9,202302,202303,1,202303,1,0,0,0,0,0,0,,0,,,0,,,1,6958.46,-8,,1,904.22,1,7862.68,1,167.5,1,14.510657996817415,1,182.01065799681743,1,168.85,1,183.3606579968174,1,41.21,1,42.88,1
202601,JOB064630059377,ID2135302816,EMP7569198321,-9,201607,201610,4,201610,2,0,0,0,0,0,0,,-9,,,0,,,1,2036.24,-8,,-8,,1,2036.24,1,88.18,-8,,1,88.18,1,88.56,1,89.45,1,22.99,1,22.76,1
202505,JOB056856670636,ID6622913167,EMP2198655049,-9,202107,202605,0,999909,-9,0,0,0,0,0,0,,1,202108,6.0,0,,,1,4704.79,-8,,-8,,1,4704.79,1,170.01,-8,,1,170.01,1,170.47,1,168.95,1,27.6,1,27.85,1
202406,JOB799196234199,ID2585421880,EMP6433853247,-9,201804,,0,999909,-9,0,0,0,0,0,0,,1,201806,8.0,0,,,1,5119.71,-8,,-8,,1,5119.71,1,172.34,1,15.34,1,187.68,1,169.43,1,189.23,1,30.22,1,27.06,1
202509,JOB466986163421,ID7694535365,EMP2545080959,-9,202110,,0,999909,-9,0,0,0,0,0,0,,1,202112,8.0,0,,,1,7588.58,1,507.88,-8,,1,8096.46,1,167.48,-8,,1,167.48,1,169.79,1,165.35,1,44.69,1,48.97,1
202502,JOB307963731008,ID4893326145,-9,-9,202305,202308,-9,202308,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202509,JOB523777296656,ID4470173208,EMP3370140052,-9,202006,202012,2,202012,4,0,1,0,0,0,0,,-9,,,0,,,1,4253.85,1,267.68,-8,,1,4521.53,1,172.79,1,18.81,1,191.6,1,172.68,1,193.0,1,24.63,1,23.43,1
202612,JOB552862092973,ID3681720313,EMP5259533222,-9,202204,,0,999909,-9,1,0,0,0,0,0,,0,,,0,,,1,7142.12,-8,,-8,,1,7142.12,1,171.62,-8,,1,171.62,1,169.38,1,170.16,1,42.17,1,41.97,1
202605,JOB182360107126,ID6108708269,EMP1583882176,-9,202108,,0,999909,-9,0,1,0,0,0,0,,1,202109,4.0,0,,,1,4098.23,1,957.06,-8,,1,5055.29,1,169.8,1,8.15,1,177.95,1,172.99,1,175.93,1,23.69,1,28.73,1
202609,JOB063731180467,ID2256062953,EMP4130753841,-9,202502,,0,999909,-9,0,1,0,0,0,1,CIE - Contrat d'initiation à l'emploi,1,202505,12.0,0,,,1,3325.11,-8,,-8,,1,3325.11,1,162.27,-8,,1,162.27,1,162.33,1,160.89,1,20.48,1,20.67,1
202411,JOB091969395787,ID1516411955,EMP5207020426,-9,202508,,0,999909,-9,0,1,0,0,0,0,,1,202602,26.0,0,,,1,4012.93,-8,,-8,,1,4012.93,1,161.17,-8,,1,161.17,1,164.01,1,161.63,1,24.47,1,24.83,1
202612,JOB988978653394,ID7319227607,EMP3191654308,TMP6876448676,202506,,0,999909,-9,1,0,0,0,0,0,,1,202508,8.0,0,,,1,3648.93,-8,,-8,,1,3648.93,1,161.88,-8,,1,161.88,1,162.44,1,160.92,1,22.46,1,22.68,1
202410,JOB797416365604,ID7319227607,EMP5006355373,-9,201910,,0,999909,-9,1,0,0,0,0,0,,1,201912,8.0,0,,,1,6374.91,1,726.35,-8,,1,7101.26,1,172.52,-8,,1,172.52,1,169.83,1,173.45,1,37.54,1,40.94,1
202610,JOB959654663454,ID3643159489,EMP4344149169,-9,201905,,0,999909,-9,0,1,0,0,0,0,,1,201906,6.0,0,,,1,3596.54,-8,,-8,,1,3596.54,1,162.94,-8,,1,162.94,1,165.4,1,161.4,1,21.74,1,22.28,1
202404,JOB972021707548,ID9889413210,EMP5346557922,-9,202407,,0,999909,-9,0,1,0,0,0,0,,1,202408,4.0,0,,,1,2971.47,-8,,-8,,1,2971.47,1,172.08,1,14.16,1,186.24,1,172.53,1,188.65,1,17.22,1,15.75,1
202402,JOB595708619931,ID9889413210,EMP4584345663,-9,202001,202203,0,999909,-9,0,0,1,0,0,0,,1,202002,4.0,0,,,1,7762.39,1,511.77,-8,,1,8274.15,1,170.77,-8,,1,170.77,1,171.94,1,168.29,1,45.15,1,49.17,1
202610,JOB021774174304,ID6800852946,-9,-9,202107,202110,-9,202110,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,0
202504,JOB030334677116,ID9302025691,EMP7507627995,-9,201503,,0,999909,-9,1,0,0,0,0,0,,1,201504,6.0,0,,,1,5661.88,1,538.87,-8,,1,6200.75,1,162.74,1,18.55,1,181.29,1,165.41,1,182.99,1,34.23,1,33.89,1
202411,JOB648717754619,ID0172224050,EMP9240658387,-9,202302,,0,999909,-9,0,0,0,0,0,0,,1,202308,26.0,0,,,1,5088.58,-8,,-8,,1,5088.58,1,167.78,-8,,1,167.78,1,168.35,1,169.05,1,30.23,1,30.1,1
202606,JOB586901707403,ID2121101878,EMP9251999452,-9,201608,,0,999909,-9,1,0,0,0,0,0,,1,201610,8.0,0,,,1,4380.82,-8,,-8,,1,4380.82,1,161.85,-8,,1,161.85,1,161.12,1,160.26,1,27.19,1,27.34,1
202504,JOB048878995047,ID6330833444,EMP0205968519,-9,202208,,0,999909,-9,1,0,0,0,0,0,,1,202211,12.0,0,,,1,5904.12,-8,,-8,,1,5904.12,1,165.16,-8,,1,165.16,1,163.24,1,168.12,1,36.17,1,35.12,1
202603,JOB411563029559,ID5812920592,EMP6363726294,-9,202011,,0,999909,-9,0,1,0,0,0,0,,1,202105,26.0,0,,,1,3936.29,1,584.48,-8,,1,4520.77,1,160.35,-8,,1,160.35,1,159.32,1,158.39,1,24.71,1,28.54,1
202503,JOB868764019185,ID1215481582,EMP4880644200,-9,202208,,0,999909,-9,0,1,0,0,0,0,,1,202210,8.0,0,,,1,3320.14,-8,,-8,,1,3320.14,1,163.18,-8,,1,163.18,1,162.05,1,164.72,1,20.49,1,20.16,1
202609,JOB948314789117,ID6221320410,EMP9726999949,-9,201802,,0,999909,-9,0,0,0,0,0,0,,0,,,1,1929.94,48.22,1,6433.14,1,101.92,1,1143.25,1,7678.31,1,160.74,1,19.043692931165005,1,179.783692931165,1,160.24,1,179.283692931165,1,40.15,1,42.83,1
202408,JOB929900768627,ID2438380582,EMP6332838963,-9,202306,202403,1,202403,4,0,1,1,0,0,0,,1,202307,4.0,0,,,1,3056.01,-8,,-8,,1,3056.01,1,172.53,-8,,1,172.53,1,174.25,1,174.37,1,17.54,1,17.53,1
202603,JOB218835279187,ID2438380582,EMP5067761065,-9,202309,202310,1,202310,1,0,1,0,0,0,0,,1,202311,8.0,0,,,1,3937.39,-8,,1,650.04,1,4587.43,1,170.57,1,18.77331333270311,1,189.3433133327031,1,167.67,1,186.4433133327031,1,23.48,1,24.6,1
202410,JOB591257349899,ID2026656862,EMP2553946074,-9,201508,,0,999909,-9,1,1,0,0,0,0,,1,201509,4.0,0,,,1,4694.55,-8,,-8,,1,4694.55,1,161.86,-8,,1,161.86,1,161.36,1,165.02,1,29.09,1,28.45,1
202410,JOB167347853698,ID9946418398,EMP8164980445,-9,202101,,0,999909,-9,0,0,1,0,0,0,,0,,,0,,,1,7876.33,1,460.19,-8,,1,8336.52,1,161.54,-8,,1,161.54,1,158.51,1,160.88,1,49.69,1,51.82,1
202610,JOB997418563027,ID8898305748,EMP5000305661,-9,202007,,0,999909,-9,0,1,0,0,0,1,CAE - Contrat d'appui-emploi,1,202008,4.0,0,,,1,3890.66,-8,,-8,,1,3890.66,1,163.39,-8,,1,163.39,1,165.52,1,166.52,1,23.51,1,23.36,1
202510,JOB442990674568,ID0013651034,EMP6524062215,-9,201706,201812,1,201812,5,0,0,0,0,0,0,,1,201707,4.0,0,,,1,4149.19,-8,,-8,,1,4149.19,1,162.4,-8,,1,162.4,1,159.96,1,159.2,1,25.94,1,26.06,1
202412,JOB396521383507,ID0013651034,EMP1245531290,-9,201702,201812,0,999909,-9,0,1,0,0,0,0,,1,201703,6.0,0,,,1,3536.09,-8,,-8,,1,3536.09,1,163.08,-8,,1,163.08,1,160.75,1,166.14,1,22.0,1,21.28,1
202405,JOB171050805491,ID2525161857,EMP4774473535,-9,201902,,0,999909,-9,0,1,0,0,0,0,,1,201903,6.0,0,,,1,3431.85,1,862.66,-8,,1,4294.52,1,161.55,-8,,1,161.55,1,162.86,1,164.65,1,21.07,1,26.08,1
202511,JOB281527873048,ID3389260878,EMP6251521746,-9,201808,,0,999909,-9,0,1,0,0,0,0,,1,201811,12.0,0,,,1,3866.76,1,351.29,-8,,1,4218.06,1,160.65,-8,,1,160.65,1,162.99,1,159.73,1,23.72,1,26.41,1
202412,JOB509999001089,ID3629994664,EMP8573908352,-9,202509,,0,999909,-9,0,1,0,0,0,0,,1,202512,12.0,0,,,1,4088.66,1,775.97,-8,,1,4864.64,1,162.21,-8,,1,162.21,1,160.77,1,165.05,1,25.43,1,29.47,1
202610,JOB958281902217,ID3629994664,-9,-9,202202,202206,-9,202206,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202603,JOB038856811939,ID3672868112,EMP7814590099,TMP5326011939,202208,,0,999909,-9,1,0,0,0,1,0,,1,202210,8.0,0,,,1,4394.22,-8,,-8,,1,4394.22,1,164.1,-8,,1,164.1,1,163.61,1,163.6,1,26.86,1,26.86,1
202609,JOB609085818104,ID3829742551,EMP5024373615,-9,202103,202107,0,999909,-9,0,0,0,0,0,0,,1,202109,26.0,0,,,1,4289.69,-8,,-8,,1,4289.69,1,166.63,-8,,1,166.63,1,167.08,1,164.69,1,25.67,1,26.05,1
202406,JOB116436902837,ID3156639792,-9,-9,201903,201908,-9,201908,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202409,JOB038802730427,ID7535846405,EMP6362814447,-9,201810,,0,999909,-9,1,0,0,0,1,0,,0,,,0,,,1,5745.06,1,780.55,-8,,1,6525.62,1,172.05,-8,,1,172.05,1,172.56,1,168.91,1,33.29,1,38.63,1
202407,JOB987455135872,ID7535846405,EMP7174306881,-9,201901,,0,999909,-9,1,0,0,0,0,0,,1,201907,26.0,0,,,1,4481.68,-8,,-8,,1,4481.68,1,167.68,-8,,1,167.68,1,170.37,1,167.73,1,26.31,1,26.72,1
202401,JOB262542041231,ID0909153860,EMP9057720441,-9,202210,,0,999909,-9,1,1,0,0,0,0,,1,202304,26.0,0,,,1,4439.71,-8,,-8,,1,4439.71,1,161.3,-8,,1,161.3,1,159.82,1,164.51,1,27.78,1,26.99,1
202607,JOB742240432611,ID8726496322,EMP8900346861,-9,201709,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3719.79,-8,,-8,,1,3719.79,1,162.21,-8,,1,162.21,1,159.95,1,159.19,1,23.26,1,23.37,1
202411,JOB900739713072,ID7795001732,EMP2113869087,-9,201601,,0,999909,-9,0,1,0,0,1,0,,0,,,0,,,1,4169.11,-8,,1,286.09,1,4455.2,1,164.11,1,7.507758089954888,1,171.6177580899549,1,165.91,1,173.41775808995487,1,25.13,1,25.69,0
